horizon,norm_window,min_expectancy,max_distance,k,min_mfe,max_bars_in_trade,sample_interval,blocked_regimes,total_pnl,total_pnl_pct,win_rate,total_trades,profit_factor,max_drawdown_pct,sharpe,expectancy,long_trades,short_trades,long_pnl,short_pnl
3,180,0.0,4.0,100,0.002,0,1,NONE,0.6450642073903745,0.6450642073903745,100.0,8,99.99,0.0,8.341735840510061,0.08063302592379681,8,0,0.6450642073903745,0.0
3,180,0.0,4.0,100,0.002,0,3,NONE,0.24721023067526557,0.24721023067526557,100.0,3,99.99,0.0,6.4872810632798075,0.08240341022508853,3,0,0.24721023067526557,0.0
3,180,0.0,3.0,100,0.002,0,1,NONE,0.2172253606825429,0.21722536068254286,100.0,3,99.99,0.0,10.335265487920564,0.07240845356084763,3,0,0.2172253606825429,0.0
3,180,0.0,3.0,100,0.002,0,3,NONE,0.15148048433449196,0.15148048433449196,100.0,2,99.99,0.0,10.093303340352692,0.07574024216724598,2,0,0.15148048433449196,0.0
3,180,0.0,3.0,150,0.002,5,1,NONE,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
3,180,0.0,3.0,150,0.002,5,3,NONE,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
3,180,0.0,3.0,200,0.002,3,1,NONE,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
3,180,0.0,3.0,200,0.002,3,3,NONE,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
3,180,0.0,3.0,150,0.002,3,1,NONE,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
3,180,0.0,3.0,150,0.002,3,3,NONE,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
3,180,0.0,3.0,150,0.002,0,1,NONE,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
3,180,0.0,3.0,150,0.002,0,3,NONE,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
3,180,0.0,3.0,200,0.002,0,3,NONE,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
3,180,0.0,3.0,200,0.002,0,1,NONE,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
3,180,0.0,3.0,200,0.002,5,1,NONE,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
3,180,0.0,3.0,200,0.002,5,3,NONE,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
3,180,0.0,3.0,100,0.002,3,3,NONE,-0.20042061176338555,-0.20042061176338555,0.0,2,0.0,0.20042061176339132,-2.7189496069245744,-0.10021030588169277,2,0,-0.20042061176338555,0.0
3,180,0.0,3.0,100,0.002,5,3,NONE,-0.20477618054394225,-0.20477618054394225,50.0,2,0.000914358855020542,0.20496359081816706,-0.7058148637690321,-0.10238809027197113,2,0,-0.20477618054394225,0.0
3,180,0.0,4.0,100,0.002,5,3,NONE,-0.24513095365108556,-0.2451309536510856,33.33333333333333,3,0.0007639471877386911,0.24531836392530693,-0.752062838729218,-0.08171031788369519,3,0,-0.24513095365108556,0.0
3,180,0.0,4.0,100,0.002,3,3,NONE,-0.27042951747335464,-0.27042951747335464,0.0,3,0.0,0.2704295174733602,-2.8747794638865116,-0.09014317249111821,3,0,-0.27042951747335464,0.0
3,180,0.0,3.0,100,0.002,5,1,NONE,-0.7105652744566193,-0.7105652744566193,25.0,4,0.00026367860192095724,0.7107526847308492,-1.4441019308978584,-0.17764131861415483,4,0,-0.7105652744566193,0.0
3,180,0.0,3.0,100,0.002,3,1,NONE,-0.9309067083661052,-0.9309067083661052,0.0,4,0.0,0.9309067083661091,-1.482915968360313,-0.2327266770915263,4,0,-0.9309067083661052,0.0
3,180,0.0,4.0,100,0.002,3,1,NONE,-0.9958075847274275,-0.9958075847274275,33.33333333333333,9,0.14218374054678645,1.1608634993258136,-0.6571248263132998,-0.11064528719193636,9,0,-0.9958075847274275,0.0
3,180,0.0,3.0,200,0.0015,5,3,NONE,-1.0186788771271158,-1.0186788771271158,50.0,8,0.11060185218400821,1.1208944877080285,-0.7034694166514244,-0.12733485964088948,8,0,-1.0186788771271158,0.0
3,180,0.0,4.0,100,0.002,5,1,NONE,-1.0720825683292976,-1.0720825683292976,22.22222222222222,9,0.12338809139323524,1.1447338335296138,-0.8980497770624009,-0.11912028536992196,9,0,-1.0720825683292976,0.0
3,180,0.0,3.0,200,0.0015,3,3,NONE,-1.3428447060042694,-1.3428447060042694,50.0,8,0.08620391351878015,1.4450603165851845,-0.7068396442575925,-0.16785558825053368,8,0,-1.3428447060042694,0.0
3,180,0.0,3.0,200,0.0015,5,1,NONE,-1.814740770039608,-1.8147407700396083,50.0,12,0.08857446550602123,1.916042493534647,-0.7571700938331309,-0.15122839750330067,12,0,-1.814740770039608,0.0
3,180,0.0,3.0,150,0.0015,3,3,NONE,-1.8301152197784423,-1.8301152197784423,46.15384615384615,13,0.10609152766515517,1.8301152197784771,-0.7009776898053216,-0.14077809382911094,13,0,-1.8301152197784423,0.0
3,180,0.0,3.0,150,0.0015,5,3,NONE,-1.8735077300672378,-1.8735077300672378,46.15384615384615,13,0.10388960783473757,1.87350773006726,-0.7784849514697227,-0.14411597923594138,13,0,-1.8735077300672378,0.0
3,180,0.0,3.0,200,0.0015,3,1,NONE,-2.306244401825657,-2.306244401825657,41.66666666666667,12,0.0631859991871612,2.4075461253206925,-0.82602302822601,-0.1921870334854714,12,0,-2.306244401825657,0.0
3,180,0.0,3.0,100,0.0015,5,3,NONE,-3.6634077304682244,-3.6634077304682244,27.77777777777778,18,0.04157353921546872,3.695579620236785,-1.0140981312100774,-0.20352265169267916,18,0,-3.6634077304682244,0.0
3,180,0.0,3.0,100,0.0015,3,3,NONE,-3.8183583622705384,-3.818358362270538,22.22222222222222,18,0.03990863222834017,3.850530252039107,-1.139010053170516,-0.21213102012614102,18,0,-3.8183583622705384,0.0
3,180,0.0,4.0,100,0.0015,5,3,NONE,-4.2923639349386375,-4.2923639349386375,33.33333333333333,27,0.06688933824243185,4.375563070712801,-0.841581852330572,-0.15897644203476435,27,0,-4.2923639349386375,0.0
3,180,0.0,3.0,150,0.0015,3,1,NONE,-4.383411446464096,-4.383411446464096,33.33333333333333,21,0.05594003336816705,4.383411446464109,-0.8603400586069839,-0.20873387840305213,21,0,-4.383411446464096,0.0
3,180,0.0,4.0,100,0.0015,3,3,NONE,-5.471265164125357,-5.471265164125357,20.689655172413794,29,0.04001075506643813,5.503437053893933,-1.1187955868798733,-0.1886643160043227,29,0,-5.471265164125357,0.0
3,180,0.0,3.0,150,0.0015,5,1,NONE,-5.686650738271973,-5.686650738271973,38.095238095238095,21,0.04856795429271034,5.686650738271993,-0.5309075922975003,-0.2707928922986653,21,0,-5.686650738271973,0.0
